STIRIS_ID,Order_Unique_ID,Order_Sale_RoundedValue,Freight_Value,Product_ID,Seller_ID,SKU_Item,Mail_Category,Mail_Way_In,Mail_Cost_Type,Mail_Partner_Type,Mail_Partner_Name,Order_Status,Order_Hour_Of_Day,Days_Since_Prior_Order,Mail_From_Type,Intimate_Profit,Order_Quantity_Number,Raw_Pr_Category,Discount_Applied,Offer_Claimed,Order_ForSelf,Order_ForGift,Order_Purchase_date,Order_Approved_At,Shipping_Limit_Date,Order_Delivered_Carrier_Date,Order_Delivered_Customer_Date,Order_Estimated_Delivery_Date
0008288aa423d2a3f00fcb17cd7d8719,623901325,107,13.37,785123856,986987469,1439710996,Scheduled On-Demand,Truckload,Limited to Order,Permanent-Flow,Ceará Express,Cancelled,19,6,Last-Mail,36,6,Sports,FALSE,FALSE,Yes,No,25-Feb-17,27-Feb-17,28-Feb-17,28-Feb-17,28-Feb-17,18-Mar-17
0009792311464db532ff765bf7b182ae,337349963,12,27.65,30639921,469496289,6712439116,On-Demand,Truckload,Basic-Shipping,Contract-row,Grupo Depolli,Refunded,15,30,Last-Mail,1,2,Toys,FALSE,TRUE,Yes,No,25-Feb-17,02-Mar-17,05-Mar-17,05-Mar-17,05-Mar-17,21-Mar-17
0009c9a17f916a706d71784483a5d643,426001452,38,11.34,287525948,45234737,2310048194,Same-Day,Air,Complimentary,Freight-Fly,Grupo Depolli,Damaged,10,30,Middle-Mail,18,1,Electronics,FALSE,FALSE,Yes,No,26-Feb-17,06-Mar-17,05-Mar-17,05-Mar-17,05-Mar-17,25-Mar-17
000aed2e25dbad2f9ddb70584c5a2ded,273976254,65,8.77,659282525,56183080,4090752450,On-Demand,Train,IN-Store,Vendor-Base,RS Logistics,Cancelled,11,6,Last-Mail,17,2,Tools,TRUE,FALSE,No,Yes,01-Mar-17,09-Mar-17,07-Mar-17,07-Mar-17,07-Mar-17,27-Mar-17
000c3e6612759851cc3cbb4b83257986,156702028,157,13.71,212730323,326303288,562653740,Same-Day,Air,Express,LCC,Norte Brasil Logistica,Completed,15,5,Middle-Mail,5,9,Clothing,FALSE,FALSE,Yes,No,05-Mar-17,09-Mar-17,09-Mar-17,09-Mar-17,09-Mar-17,28-Mar-17
000e562887b1f2006d75e0be9558292e,915529705,75,16.11,333658829,614398703,4959965738,Self Pick-up,Truckload,Express,Contract-row,RS Logistics,Damaged,13,30,Middle-Mail,0,7,Industrial,FALSE,FALSE,Yes,No,13-Mar-17,12-Mar-17,10-Mar-17,10-Mar-17,10-Mar-17,29-Mar-17
000e63d38ae8c00bbcb5a30573b99628,420992611,87,8.88,911550842,59103664,1188898442,On-Demand,Ocean,Free Shipping,LCC,Pronto Cargo,Completed,12,30,Middle-Mail,4,2,Music,TRUE,FALSE,Yes,No,15-Mar-17,15-Mar-17,10-Mar-17,10-Mar-17,10-Mar-17,31-Mar-17
000e906b789b55f64edcb1f84030f90d,593831719,50,11.85,991277572,874309516,9398947846,Scheduled On-Demand,Air,Limited to Order,Vendor-Base,RS Logistics,Void,21,21,Middle-Mail,15,4,Clothing,FALSE,TRUE,Yes,No,15-Mar-17,17-Mar-17,18-Mar-17,18-Mar-17,18-Mar-17,31-Mar-17
000f25f4d72195062c040b12dce9a18a,396900901,1364,44.4,545075395,530539597,7929882985,On-Demand,Train,Flat-Rate Shipping,Vendor-Base,Ceará Express,Completed,16,30,Last-Mail,1864,5,Automotive,TRUE,TRUE,Yes,No,16-Mar-17,18-Mar-17,19-Mar-17,19-Mar-17,19-Mar-17,01-Apr-17
001021efaa8636c29475e7734483457d,494544217,476,15.1,621217842,58230295,9186415662,Same-Day,Truckload,Flat-Rate Shipping,Local-Lines,FedEx,Completed,10,30,Last-Mail,0,3,Automotive,TRUE,FALSE,No,Yes,17-Mar-17,18-Mar-17,20-Mar-17,20-Mar-17,20-Mar-17,02-Apr-17
0010b2e5201cc5f1ae7e9c6cc8f5bd00,573053537,257,16.6,45950504,870542903,8831900986,Scheduled On-Demand,Truckload,Basic-Shipping,Freight-Fly,RS Logistics,Cancelled,18,0,Middle-Mail,23,5,Industrial,FALSE,FALSE,Yes,No,18-Mar-17,21-Mar-17,22-Mar-17,22-Mar-17,22-Mar-17,06-Apr-17
00119ff934e539cf26f92b9ef0cdfed8,908607202,856,16.98,804871990,374367852,1322743762,Same-Day,Ocean,Basic-Shipping,Freight-Fly,Pronto Cargo,Completed,10,30,Last-Mail,385,6,Clothing,FALSE,TRUE,No,Yes,19-Mar-17,22-Mar-17,23-Mar-17,23-Mar-17,23-Mar-17,06-Apr-17
0011d82c4b53e22e84023405fb467e57,780304228,485,26.33,451133436,707162522,3097080635,Same-Day,LTL,Basic-Shipping,Vendor-Base,Norte Brasil Logistica,Damaged,17,4,Last-Mail,29,4,Outdoors,FALSE,FALSE,No,Yes,23-Mar-17,22-Mar-17,23-Mar-17,23-Mar-17,23-Mar-17,06-Apr-17
00125cb692d04887809806618a2a145f,339638682,25,25.51,755216668,39638497,1723920835,Scheduled On-Demand,Air,Express,Vendor-Base,Panalpina,Cancelled,17,11,Middle-Mail,5,4,Beauty,TRUE,FALSE,No,Yes,24-Mar-17,25-Mar-17,24-Mar-17,24-Mar-17,24-Mar-17,10-Apr-17
00130c0eee84a3d909e75bc08c5c3ca1,765578162,1076,7.94,851348038,885204302,4518081609,On-Demand,LTL,Limited to Order,Local-Lines,Pronto Cargo,Void,17,8,Last-Mail,38,4,Garden,FALSE,FALSE,No,Yes,24-Mar-17,31-Mar-17,25-Mar-17,25-Mar-17,25-Mar-17,12-Apr-17
0013503b13da1eac686219390b7d641b,816399411,107,17.32,793582730,333084151,2992096431,Same-Day,Ocean,Express,Vendor-Base,Ceará Express,Cancelled,19,6,Last-Mail,54,4,Movies,FALSE,FALSE,No,Yes,25-Mar-17,01-Apr-17,30-Mar-17,30-Mar-17,30-Mar-17,12-Apr-17
00137e170939bba5a3134e2386413108,11259721,68,24.65,257401340,128873164,8380431812,Self Pick-up,Train,Express,LCC,RS Logistics,Void,10,30,Last-Mail,55,5,Clothing,FALSE,TRUE,Yes,No,27-Mar-17,04-Apr-17,01-Apr-17,01-Apr-17,01-Apr-17,14-Apr-17
001427c0ec99cf8af737bd88e92fd444,431017596,781,23.35,749582914,780983338,9670414024,Scheduled On-Demand,Air,Express,Local-Lines,Panalpina,Refunded,16,22,Middle-Mail,594,6,Automotive,FALSE,TRUE,Yes,No,28-Mar-17,04-Apr-17,01-Apr-17,01-Apr-17,01-Apr-17,16-Apr-17
00143d0f86d6fbd9f9b38ab440ac16f5,397974418,43,15.1,348052065,616433970,6905272280,Self Pick-up,Truckload,Limited to Order,Contract-row,FedEx,Cancelled,15,2,Last-Mail,0,3,Baby,TRUE,FALSE,No,Yes,30-Mar-17,04-Apr-17,07-Apr-17,07-Apr-17,07-Apr-17,19-Apr-17
00143d0f86d6fbd9f9b38ab440ac16f5,642230631,30,15.1,346468615,331856229,4412004953,Self Pick-up,Ocean,Flat-Rate Shipping,Contract-row,Pronto Cargo,Void,15,12,Middle-Mail,5,2,Movies,FALSE,FALSE,Yes,No,31-Mar-17,05-Apr-17,07-Apr-17,07-Apr-17,07-Apr-17,21-Apr-17
00143d0f86d6fbd9f9b38ab440ac16f5,693271735,160,15.1,399081593,123639954,326519556,On-Demand,Air,Complimentary,LCC,Pronto Cargo,Cancelled,19,30,Last-Mail,59,2,Movies,TRUE,FALSE,Yes,No,31-Mar-17,07-Apr-17,08-Apr-17,08-Apr-17,08-Apr-17,27-Apr-17
0014ae671de39511f7575066200733b7,414218343,259,14.1,905947882,87588079,6246539831,Same-Day,Ocean,Free Shipping,Freight-Fly,Norte Brasil Logistica,Refunded,18,30,Middle-Mail,55,2,Home,FALSE,FALSE,No,Yes,02-Apr-17,10-Apr-17,08-Apr-17,08-Apr-17,08-Apr-17,27-Apr-17
0015ebb40fb17286bea51d4607c4733c,35372030,1603,15.1,206628633,634411076,1147371016,Scheduled On-Demand,Truckload,Free Shipping,Permanent-Flow,RS Logistics,Void,17,24,Last-Mail,0,9,Kids,FALSE,FALSE,Yes,No,03-Apr-17,10-Apr-17,12-Apr-17,12-Apr-17,12-Apr-17,02-May-17
00169e31ef4b29deaae414f9a5e95929,644129618,494,16.11,578317248,420603695,813636442,Self Pick-up,Train,Basic-Shipping,Contract-row,Panalpina,Void,9,9,Middle-Mail,54,4,Automotive,TRUE,TRUE,Yes,No,04-Apr-17,10-Apr-17,17-Apr-17,17-Apr-17,17-Apr-17,04-May-17
0016dfedd97fc2950e388d2971d718c7,308334864,98,20.8,557993768,556839646,1059770121,Self Pick-up,Train,IN-Store,Vendor-Base,Panalpina,Completed,17,11,Last-Mail,12,2,Sports,FALSE,TRUE,No,Yes,04-Apr-17,14-Apr-17,18-Apr-17,18-Apr-17,18-Apr-17,12-May-17
0017afd5076e074a48f1f1a4c7bac9c5,112106012,68,44.29,89152165,776393204,3537409397,On-Demand,LTL,Limited to Order,Local-Lines,Norte Brasil Logistica,Completed,11,6,Middle-Mail,20,5,Games,TRUE,TRUE,No,Yes,06-Apr-17,14-Apr-17,21-Apr-17,21-Apr-17,21-Apr-17,16-May-17
001862358bf858722e1e2ae000cfed8b,676657693,42,13.72,871224210,646035063,1754342159,Same-Day,LTL,Complimentary,Local-Lines,FedEx,Void,13,12,Middle-Mail,12,5,Beauty,FALSE,TRUE,No,Yes,07-Apr-17,15-Apr-17,22-Apr-17,22-Apr-17,22-Apr-17,17-May-17
0019c29108428acffd089c36103c9440,209105740,116,19.95,957035964,484643379,1123334331,On-Demand,LTL,Flat-Rate Shipping,Contract-row,Panalpina,Void,14,18,Last-Mail,56,5,Baby,TRUE,FALSE,No,Yes,07-Apr-17,16-Apr-17,23-Apr-17,23-Apr-17,23-Apr-17,18-May-17
001ab0a7578dd66cd4b0a71f5b6e1e41,145940108,22,17.63,989681192,236940858,5136314982,Scheduled On-Demand,Truckload,Basic-Shipping,Vendor-Base,RS Logistics,Damaged,15,26,Last-Mail,2,3,Games,FALSE,TRUE,Yes,No,07-Apr-17,16-Apr-17,25-Apr-17,25-Apr-17,25-Apr-17,19-May-17
001ab0a7578dd66cd4b0a71f5b6e1e41,28362344,14,17.63,654898524,924022305,2883080186,On-Demand,Truckload,IN-Store,Vendor-Base,Norte Brasil Logistica,Void,8,29,Middle-Mail,2,3,Industrial,TRUE,TRUE,No,Yes,08-Apr-17,17-Apr-17,28-Apr-17,28-Apr-17,28-Apr-17,20-May-17
001ab0a7578dd66cd4b0a71f5b6e1e41,717570746,305,17.63,311261804,988262328,2363252039,Same-Day,Truckload,Complimentary,Freight-Fly,Ceará Express,Completed,19,4,Middle-Mail,270,5,Garden,FALSE,FALSE,No,Yes,14-Apr-17,18-Apr-17,30-Apr-17,30-Apr-17,30-Apr-17,22-May-17
001ac194d4a326a6fa99b581e9a3d963,480431789,362,8.54,114313048,339104838,4892209007,Self Pick-up,Ocean,IN-Store,Local-Lines,Grupo Depolli,Void,12,10,Middle-Mail,127,1,Music,TRUE,FALSE,Yes,No,15-Apr-17,20-Apr-17,03-May-17,03-May-17,03-May-17,27-May-17
001b76dd48a5b1eee3e87778daa40df8,205166968,12,13.01,434150975,250517720,4111418899,Scheduled On-Demand,LTL,Flat-Rate Shipping,Local-Lines,Pronto Cargo,Void,13,5,Last-Mail,0,2,Movies,FALSE,FALSE,No,Yes,15-Apr-17,20-Apr-17,05-May-17,05-May-17,05-May-17,31-May-17
001c85b5f68d2be0cb0797afc9e8ce9a,618768287,353,13.71,42620081,707293492,9248753981,Self Pick-up,Air,IN-Store,Freight-Fly,Norte Brasil Logistica,Completed,9,30,Middle-Mail,90,8,Movies,FALSE,FALSE,No,Yes,19-Apr-17,21-Apr-17,05-May-17,05-May-17,05-May-17,01-Jun-17
001d8f0e34a38c37f7dba2a37d4eba8b,674036946,193,7.78,912876382,414131931,450588106,Same-Day,Train,Express,Freight-Fly,Panalpina,Completed,13,15,Last-Mail,46,1,Jewelery,TRUE,FALSE,Yes,No,20-Apr-17,23-Apr-17,07-May-17,07-May-17,07-May-17,01-Jun-17
001d8f0e34a38c37f7dba2a37d4eba8b,338372578,233,7.78,745940642,972188165,1157775098,On-Demand,Ocean,IN-Store,Contract-row,Pronto Cargo,Cancelled,9,7,Last-Mail,10,5,Clothing,FALSE,TRUE,No,Yes,20-Apr-17,24-Apr-17,08-May-17,08-May-17,08-May-17,12-Jun-17
001daeb0eddc45b999bad0801ad9d273,845326814,228,16.79,681325695,123270552,4095126566,Same-Day,Train,Complimentary,LCC,Ceará Express,Void,16,4,Last-Mail,63,3,Games,TRUE,TRUE,Yes,No,20-Apr-17,25-Apr-17,08-May-17,08-May-17,08-May-17,14-Jun-17
001dbc16dc51075e987543d23a0507c7,11690162,333,18,150464449,611691399,2128713943,Same-Day,Train,Complimentary,Contract-row,Panalpina,Damaged,22,8,Last-Mail,15,3,Baby,TRUE,TRUE,Yes,No,21-Apr-17,26-Apr-17,13-May-17,13-May-17,13-May-17,17-Jun-17
001e7ba991be1b19605ca0316e7130f9,433331205,534,18.21,699914304,708084843,8858907760,Self Pick-up,Ocean,IN-Store,Contract-row,Norte Brasil Logistica,Void,18,8,Middle-Mail,0,3,Kids,FALSE,TRUE,No,Yes,22-Apr-17,02-May-17,17-May-17,17-May-17,17-May-17,20-Jun-17
001e7cf2ad6bef3ade12ebc56ceaf0f3,75922186,53,15.2,624688600,654304863,3944876474,Same-Day,Train,IN-Store,Contract-row,RS Logistics,Refunded,16,30,Last-Mail,1,4,Home,FALSE,FALSE,Yes,No,29-Apr-17,05-May-17,17-May-17,17-May-17,17-May-17,21-Jun-17
0020262c8a370bd5a174ea6a2a267321,662045089,158,21.05,526403168,727150196,6455291883,Same-Day,LTL,Basic-Shipping,Permanent-Flow,Panalpina,Refunded,21,30,Last-Mail,69,3,Electronics,TRUE,TRUE,Yes,No,29-Apr-17,07-May-17,23-May-17,23-May-17,23-May-17,21-Jun-17
0020a222f55eb79a372d0efee3cca688,368725821,149,15.1,767189625,147074087,3553672501,Self Pick-up,Ocean,Flat-Rate Shipping,LCC,Pronto Cargo,Refunded,16,9,Last-Mail,87,4,Electronics,TRUE,TRUE,No,Yes,03-May-17,08-May-17,23-May-17,23-May-17,23-May-17,22-Jun-17
002175704e8b209f61b9ad5cfd92b60e,778042793,105,13.21,55068992,540236569,549900020,Same-Day,Train,Flat-Rate Shipping,Local-Lines,Norte Brasil Logistica,Void,17,5,Last-Mail,20,2,Sports,TRUE,FALSE,Yes,No,07-May-17,09-May-17,25-May-17,25-May-17,25-May-17,27-Jun-17
00229e4e43f7a7e0b9dd819ad43268d3,197223557,26,16.49,373679908,165711636,5924559556,Scheduled On-Demand,LTL,Limited to Order,Vendor-Base,FedEx,Void,16,20,Last-Mail,12,3,Kids,TRUE,FALSE,Yes,No,16-May-17,11-May-17,25-May-17,25-May-17,25-May-17,28-Jun-17
0025081dcf9330f9a5052ae82c6ce396,208141812,97,18.23,151906683,465651711,6252823597,Self Pick-up,Air,Limited to Order,Contract-row,Grupo Depolli,Refunded,20,16,Last-Mail,29,2,Outdoors,TRUE,FALSE,Yes,No,17-May-17,11-May-17,25-May-17,25-May-17,25-May-17,29-Jun-17
00254baeb6c932b0a8aeead91fbd02b5,316508979,59,43.11,65203526,584114838,7281973799,Scheduled On-Demand,Truckload,Basic-Shipping,Local-Lines,Grupo Depolli,Refunded,16,7,Last-Mail,30,3,Music,FALSE,FALSE,Yes,No,17-May-17,12-May-17,28-May-17,28-May-17,28-May-17,02-Jul-17
00259a44fcad3fc0474329e925d14fc3,649110086,635,14.1,205748687,249428574,4546085788,Self Pick-up,Air,Basic-Shipping,Contract-row,Panalpina,Void,13,22,Middle-Mail,349,5,Clothing,FALSE,TRUE,No,Yes,18-May-17,13-May-17,28-May-17,28-May-17,28-May-17,04-Jul-17
0025c5d1a8ca53a240ec2634bb4492ea,993214215,46,29.39,372022950,115818375,3602288056,Self Pick-up,Ocean,Express,Local-Lines,RS Logistics,Refunded,22,30,Last-Mail,14,1,Music,FALSE,TRUE,Yes,No,18-May-17,13-May-17,31-May-17,31-May-17,31-May-17,05-Jul-17
002611a77fe03d076285fd4ca95db77c,565488570,1103,21.75,525458596,955053623,5598621347,Same-Day,LTL,Limited to Order,Contract-row,RS Logistics,Refunded,17,9,Last-Mail,276,3,Grocery,FALSE,TRUE,No,Yes,19-May-17,22-May-17,03-Jun-17,03-Jun-17,03-Jun-17,05-Jul-17
002691433f09002ac9ca0c4e8dbb8ead,732578854,55,16.43,122647069,95509872,9886950331,Same-Day,LTL,Express,LCC,Panalpina,Cancelled,10,7,Middle-Mail,39,4,Home,FALSE,FALSE,No,Yes,20-May-17,22-May-17,04-Jun-17,04-Jun-17,04-Jun-17,16-Jul-17
0026a368634b6e6f34f33b1499773a30,18979598,45,15.8,547202451,982301755,5000161262,Scheduled On-Demand,Air,Limited to Order,Local-Lines,Panalpina,Damaged,16,4,Last-Mail,13,4,Electronics,TRUE,TRUE,No,Yes,21-May-17,25-May-17,04-Jun-17,04-Jun-17,04-Jun-17,16-Jul-17
00275bce676303c3bfd7292aefdfa223,340152444,24,13.46,467640796,332915610,2226732217,On-Demand,Train,Express,Permanent-Flow,Norte Brasil Logistica,Damaged,12,7,Middle-Mail,9,4,Health,TRUE,FALSE,No,Yes,21-May-17,29-May-17,08-Jun-17,08-Jun-17,08-Jun-17,19-Jul-17
00276d5c3491fbf55305e26891040df9,28683249,35,23.22,737477188,870009623,747089426,Scheduled On-Demand,LTL,Complimentary,Contract-row,Ceará Express,Refunded,11,4,Middle-Mail,8,2,Sports,TRUE,FALSE,Yes,No,25-May-17,04-Jun-17,11-Jun-17,11-Jun-17,11-Jun-17,21-Jul-17
002834535f7a609a5c68266f173fa59e,296745289,1560,19.18,661106142,782535491,619410248,Same-Day,Air,Free Shipping,Freight-Fly,Panalpina,Completed,18,30,Middle-Mail,421,3,Movies,FALSE,FALSE,No,Yes,28-May-17,04-Jun-17,11-Jun-17,11-Jun-17,11-Jun-17,23-Jul-17
0028de0ca693a1bb26448916a81105cc,689925027,133,15.31,929402088,524636307,9246299558,Scheduled On-Demand,Truckload,Limited to Order,LCC,Norte Brasil Logistica,Void,13,28,Last-Mail,12,5,Games,TRUE,FALSE,No,Yes,29-May-17,05-Jun-17,14-Jun-17,14-Jun-17,14-Jun-17,25-Jul-17
002955b0acc63d04f6724a31967e82bd,341292595,114,15.59,683239668,847409696,6531826002,Scheduled On-Demand,Truckload,Complimentary,Local-Lines,Panalpina,Cancelled,11,30,Last-Mail,39,5,Home,FALSE,FALSE,Yes,No,30-May-17,06-Jun-17,14-Jun-17,14-Jun-17,14-Jun-17,25-Jul-17
0029c5db35ef291ce99d1262012e7daa,673768363,143,21.62,347929532,631482989,4219319751,Self Pick-up,LTL,Limited to Order,Permanent-Flow,FedEx,Completed,12,1,Middle-Mail,129,2,Books,FALSE,FALSE,Yes,No,31-May-17,06-Jun-17,16-Jun-17,16-Jun-17,16-Jun-17,28-Jul-17
0029f17cf0e7640c5cb6825af681303f,483323945,40,18.54,269675043,178357160,8463413382,Same-Day,Truckload,Flat-Rate Shipping,Permanent-Flow,Panalpina,Damaged,14,30,Last-Mail,7,3,Outdoors,TRUE,FALSE,No,Yes,31-May-17,08-Jun-17,17-Jun-17,17-Jun-17,17-Jun-17,01-Aug-17
002af7fa9eb99d1456bceb6a13d6fc0b,177613230,34,21.11,407082376,55018388,5203330956,Self Pick-up,LTL,Free Shipping,LCC,Ceará Express,Refunded,11,16,Middle-Mail,22,4,Shoes,FALSE,TRUE,No,Yes,02-Jun-17,10-Jun-17,21-Jun-17,21-Jun-17,21-Jun-17,02-Aug-17
002b430ff89b3a24c31a1170acbbedea,196727550,42,65.56,622299906,243690213,7087929305,Self Pick-up,Air,IN-Store,Vendor-Base,Panalpina,Refunded,12,30,Last-Mail,26,2,Home,FALSE,FALSE,No,Yes,02-Jun-17,14-Jun-17,21-Jun-17,21-Jun-17,21-Jun-17,05-Aug-17
002b4e6fa42cd4a22cc86abc18fe9c05,430835115,89,19.67,209879680,769133061,7974930934,Same-Day,Truckload,Flat-Rate Shipping,Contract-row,Norte Brasil Logistica,Void,15,30,Middle-Mail,89,2,Garden,TRUE,FALSE,Yes,No,04-Jun-17,17-Jun-17,21-Jun-17,21-Jun-17,21-Jun-17,09-Aug-17
002c9def9c9b951b1bec6d50753c9891,619047214,19,8.9,125511186,770860459,7060870938,On-Demand,Air,Limited to Order,Vendor-Base,RS Logistics,Void,9,10,Middle-Mail,2,2,Electronics,TRUE,FALSE,Yes,No,04-Jun-17,17-Jun-17,23-Jun-17,23-Jun-17,23-Jun-17,10-Aug-17
002c9def9c9b951b1bec6d50753c9891,276152523,249,8.9,130546845,49042820,6573209427,Scheduled On-Demand,Train,IN-Store,Freight-Fly,Panalpina,Damaged,14,17,Middle-Mail,130,4,Outdoors,TRUE,FALSE,No,Yes,05-Jun-17,19-Jun-17,27-Jun-17,27-Jun-17,27-Jun-17,20-Aug-17
002d040018d12a3853c059f7f23ab5b1,679147484,711,14.84,622696804,661758684,9113453548,Same-Day,Air,Express,LCC,Norte Brasil Logistica,Damaged,15,30,Last-Mail,8,4,Garden,FALSE,FALSE,No,Yes,05-Jun-17,19-Jun-17,29-Jun-17,29-Jun-17,29-Jun-17,24-Aug-17
002f16b7bc4530031b7d90f791b12d8a,293234915,496,34.23,329324334,270953883,2105078303,On-Demand,Ocean,IN-Store,Permanent-Flow,RS Logistics,Cancelled,13,22,Last-Mail,79,2,Electronics,TRUE,TRUE,No,Yes,08-Jun-17,22-Jun-17,05-Jul-17,05-Jul-17,05-Jul-17,26-Aug-17
002f19a65a2ddd70a090297872e6d64e,857793201,389,23.31,419081532,829525573,2666292118,Scheduled On-Demand,Ocean,Complimentary,Vendor-Base,Norte Brasil Logistica,Refunded,15,18,Last-Mail,83,3,Clothing,TRUE,FALSE,No,Yes,11-Jun-17,25-Jun-17,08-Jul-17,08-Jul-17,08-Jul-17,26-Aug-17
002f98c0f7efd42638ed6100ca699b42,324782087,40,32.57,935626163,217619950,1281290009,Scheduled On-Demand,Train,Basic-Shipping,Local-Lines,Pronto Cargo,Cancelled,15,5,Middle-Mail,16,3,Baby,TRUE,TRUE,No,Yes,13-Jun-17,25-Jun-17,08-Jul-17,08-Jul-17,08-Jul-17,27-Aug-17
